LGA_2021,Region,Year,OBS_VALUE
9, Other Territories,2019,4759
9, Other Territories,2020,4791
9, Other Territories,2021,4848
18710, Yass Valley,2001,12002
18710, Yass Valley,2002,12366
18710, Yass Valley,2003,12772
18710, Yass Valley,2004,13058
18710, Yass Valley,2005,13247
18710, Yass Valley,2006,13500
18710, Yass Valley,2007,13916
18710, Yass Valley,2008,14310
18710, Yass Valley,2009,14714
18710, Yass Valley,2010,15227
18710, Yass Valley,2011,15615
18710, Yass Valley,2012,15808
18710, Yass Valley,2013,16010
18710, Yass Valley,2014,16188
18710, Yass Valley,2015,16356
18710, Yass Valley,2016,16568
18710, Yass Valley,2017,16660
18710, Yass Valley,2018,16777
18710, Yass Valley,2019,16914
18710, Yass Valley,2020,17059
18710, Yass Valley,2021,17234
52100, Corrigin,2001,1302
52100, Corrigin,2002,1292
52100, Corrigin,2003,1264
52100, Corrigin,2004,1217
52100, Corrigin,2005,1204
52100, Corrigin,2006,1200
52100, Corrigin,2007,1176
52100, Corrigin,2008,1165
52100, Corrigin,2009,1146
52100, Corrigin,2010,1126
52100, Corrigin,2011,1104
52100, Corrigin,2012,1124
52100, Corrigin,2013,1147
52100, Corrigin,2014,1161
52100, Corrigin,2015,1168
52100, Corrigin,2016,1193
52100, Corrigin,2017,1154
52100, Corrigin,2018,1103
52100, Corrigin,2019,1068
52100, Corrigin,2020,1045
52100, Corrigin,2021,1028
52380, Cue,2001,396
52380, Cue,2002,396
52380, Cue,2003,376
52380, Cue,2004,373
52380, Cue,2005,352
52380, Cue,2006,342
52380, Cue,2007,320
52380, Cue,2008,307
52380, Cue,2009,303
52380, Cue,2010,287
52380, Cue,2011,279
52380, Cue,2012,276
52380, Cue,2013,272
52380, Cue,2014,251
52380, Cue,2015,226
52380, Cue,2016,199
52380, Cue,2017,194
52380, Cue,2018,181
52380, Cue,2019,194
52380, Cue,2020,207
52380, Cue,2021,228
17040, Snowy Monaro Regional,2001,19440
17040, Snowy Monaro Regional,2002,19571
17040, Snowy Monaro Regional,2003,19710
17040, Snowy Monaro Regional,2004,19762
17040, Snowy Monaro Regional,2005,19866
17040, Snowy Monaro Regional,2006,20008
17040, Snowy Monaro Regional,2007,20073
17040, Snowy Monaro Regional,2008,20147
17040, Snowy Monaro Regional,2009,20241
17040, Snowy Monaro Regional,2010,20335
17040, Snowy Monaro Regional,2011,20386
17040, Snowy Monaro Regional,2012,20403
17040, Snowy Monaro Regional,2013,20433
17040, Snowy Monaro Regional,2014,20454
17040, Snowy Monaro Regional,2015,20473
17040, Snowy Monaro Regional,2016,20558
17040, Snowy Monaro Regional,2017,20780
17040, Snowy Monaro Regional,2018,20950
17040, Snowy Monaro Regional,2019,21160
17040, Snowy Monaro Regional,2020,21395
17040, Snowy Monaro Regional,2021,21659
58260, Three Springs,2001,754
58260, Three Springs,2002,741
58260, Three Springs,2003,740
58260, Three Springs,2004,735
58260, Three Springs,2005,711
58260, Three Springs,2006,693
58260, Three Springs,2007,672
58260, Three Springs,2008,671
58260, Three Springs,2009,663
58260, Three Springs,2010,646
58260, Three Springs,2011,633
58260, Three Springs,2012,637
58260, Three Springs,2013,638
58260, Three Springs,2014,627
58260, Three Springs,2015,619
58260, Three Springs,2016,608
58260, Three Springs,2017,616
58260, Three Springs,2018,602
58260, Three Springs,2019,590
58260, Three Springs,2020,583
58260, Three Springs,2021,587
58400, Trayning,2001,394
58400, Trayning,2002,395
58400, Trayning,2003,403
58400, Trayning,2004,410
58400, Trayning,2005,408
58400, Trayning,2006,410
58400, Trayning,2007,395
58400, Trayning,2008,385
58400, Trayning,2009,370
58400, Trayning,2010,359
58400, Trayning,2011,355
58400, Trayning,2012,362
58400, Trayning,2013,366
58400, Trayning,2014,364
58400, Trayning,2015,358
58400, Trayning,2016,354
58400, Trayning,2017,345
58400, Trayning,2018,336
58400, Trayning,2019,331
58400, Trayning,2020,318
58400, Trayning,2021,307
18350, Wingecarribee,2001,42384
18350, Wingecarribee,2002,42980
18350, Wingecarribee,2003,43257
18350, Wingecarribee,2004,43348
18350, Wingecarribee,2005,43402
18350, Wingecarribee,2006,43532
18350, Wingecarribee,2007,44054
18350, Wingecarribee,2008,44539
18350, Wingecarribee,2009,45165
18350, Wingecarribee,2010,45761
18350, Wingecarribee,2011,46126
18350, Wingecarribee,2012,46467
18350, Wingecarribee,2013,46964
18350, Wingecarribee,2014,47470
18350, Wingecarribee,2015,48150
18350, Wingecarribee,2016,48998
18350, Wingecarribee,2017,49759
18350, Wingecarribee,2018,50500
18350, Wingecarribee,2019,51215
18350, Wingecarribee,2020,51905
18350, Wingecarribee,2021,52456
11200, Brewarrina,2001,2148
11200, Brewarrina,2002,2121
11200, Brewarrina,2003,2078
11200, Brewarrina,2004,2039
11200, Brewarrina,2005,2029
11200, Brewarrina,2006,2004
11200, Brewarrina,2007,1961
11200, Brewarrina,2008,1944
11200, Brewarrina,2009,1900
11200, Brewarrina,2010,1878
11200, Brewarrina,2011,1874
11200, Brewarrina,2012,1821
11200, Brewarrina,2013,1830
11200, Brewarrina,2014,1786
11200, Brewarrina,2015,1762
11200, Brewarrina,2016,1710
11200, Brewarrina,2017,1682
11200, Brewarrina,2018,1636
11200, Brewarrina,2019,1590
11200, Brewarrina,2020,1524
11200, Brewarrina,2021,1488
22170, Frankston,2001,113306
22170, Frankston,2002,114262
22170, Frankston,2003,115483
22170, Frankston,2004,117124
22170, Frankston,2005,118530
22170, Frankston,2006,120148
22170, Frankston,2007,122182
22170, Frankston,2008,124689
22170, Frankston,2009,127252
22170, Frankston,2010,129052
22170, Frankston,2011,130350
22170, Frankston,2012,132194
22170, Frankston,2013,134351
22170, Frankston,2014,136181
22170, Frankston,2015,137790
22170, Frankston,2016,139502
22170, Frankston,2017,140534
22170, Frankston,2018,141416
22170, Frankston,2019,141819
22170, Frankston,2020,141984
22170, Frankston,2021,140809
65610, West Coast,2001,5572
65610, West Coast,2002,5459
65610, West Coast,2003,5342
65610, West Coast,2004,5292
65610, West Coast,2005,5245
65610, West Coast,2006,5229
65610, West Coast,2007,5157
65610, West Coast,2008,5151
65610, West Coast,2009,5107
65610, West Coast,2010,5058
65610, West Coast,2011,4890
65610, West Coast,2012,4750
65610, West Coast,2013,4573
65610, West Coast,2014,4392
65610, West Coast,2015,4299
65610, West Coast,2016,4210
65610, West Coast,2017,4218
65610, West Coast,2018,4278
65610, West Coast,2019,4328
65610, West Coast,2020,4359
65610, West Coast,2021,4373
33960, Ipswich,2001,123934
33960, Ipswich,2002,126116
33960, Ipswich,2003,128646
33960, Ipswich,2004,132119
33960, Ipswich,2005,137324
33960, Ipswich,2006,141986
33960, Ipswich,2007,148133
33960, Ipswich,2008,154428
33960, Ipswich,2009,161664
33960, Ipswich,2010,167134
33960, Ipswich,2011,172200
33960, Ipswich,2012,178215
33960, Ipswich,2013,183688
33960, Ipswich,2014,189195
33960, Ipswich,2015,194274
33960, Ipswich,2016,200103
33960, Ipswich,2017,205653
33960, Ipswich,2018,212074
33960, Ipswich,2019,220091
33960, Ipswich,2020,227117
33960, Ipswich,2021,233302
35670, Napranum,2001,785
35670, Napranum,2002,799
35670, Napranum,2003,819
35670, Napranum,2004,836
35670, Napranum,2005,856
35670, Napranum,2006,876
35670, Napranum,2007,881
35670, Napranum,2008,890
35670, Napranum,2009,901
35670, Napranum,2010,910
35670, Napranum,2011,908
35670, Napranum,2012,919
35670, Napranum,2013,922
35670, Napranum,2014,939
35670, Napranum,2015,959
35670, Napranum,2016,989
35670, Napranum,2017,974
35670, Napranum,2018,959
35670, Napranum,2019,944
35670, Napranum,2020,925
35670, Napranum,2021,907
46450, Port Pirie,2001,17568
46450, Port Pirie,2002,17608
46450, Port Pirie,2003,17536
46450, Port Pirie,2004,17515
46450, Port Pirie,2005,17511
46450, Port Pirie,2006,17551
46450, Port Pirie,2007,17610
46450, Port Pirie,2008,17619
46450, Port Pirie,2009,17650
46450, Port Pirie,2010,17680
46450, Port Pirie,2011,17627
46450, Port Pirie,2012,17714
46450, Port Pirie,2013,17793
46450, Port Pirie,2014,17870
46450, Port Pirie,2015,17826
46450, Port Pirie,2016,17767
46450, Port Pirie,2017,17759
46450, Port Pirie,2018,17745
46450, Port Pirie,2019,17763
46450, Port Pirie,2020,17775
46450, Port Pirie,2021,17754
59250, Wiluna,2001,902
59250, Wiluna,2002,876
59250, Wiluna,2003,851
59250, Wiluna,2004,812
59250, Wiluna,2005,768
59250, Wiluna,2006,735
59250, Wiluna,2007,808
59250, Wiluna,2008,894
59250, Wiluna,2009,1009
59250, Wiluna,2010,1095
59250, Wiluna,2011,1198
59250, Wiluna,2012,1175
59250, Wiluna,2013,1131
59250, Wiluna,2014,1020
59250, Wiluna,2015,894
59250, Wiluna,2016,767
59250, Wiluna,2017,706
59250, Wiluna,2018,658
59250, Wiluna,2019,611
59250, Wiluna,2020,588
59250, Wiluna,2021,570
10050, Albury,2001,45265
10050, Albury,2002,45816
10050, Albury,2003,46180
10050, Albury,2004,46505
10050, Albury,2005,47004
10050, Albury,2006,47566
10050, Albury,2007,48140
10050, Albury,2008,48518
10050, Albury,2009,48814
10050, Albury,2010,49222
10050, Albury,2011,49451
10050, Albury,2012,49785
10050, Albury,2013,50338
10050, Albury,2014,50990
10050, Albury,2015,51486
10050, Albury,2016,52171
10050, Albury,2017,53023
10050, Albury,2018,53857
10050, Albury,2019,54567
10050, Albury,2020,55350
10050, Albury,2021,56036
23270, Hume,2001,135147
23270, Hume,2002,137854
23270, Hume,2003,140995
23270, Hume,2004,144546
23270, Hume,2005,149059
23270, Hume,2006,152797
23270, Hume,2007,157516
23270, Hume,2008,161863
23270, Hume,2009,166728
23270, Hume,2010,170952
23270, Hume,2011,174290
23270, Hume,2012,179202
23270, Hume,2013,184873
23270, Hume,2014,191278
23270, Hume,2015,198176
23270, Hume,2016,207041
23270, Hume,2017,216137
23270, Hume,2018,225326
23270, Hume,2019,235091
23270, Hume,2020,243252
23270, Hume,2021,246850
12900, Forbes,2001,10062
12900, Forbes,2002,9995
12900, Forbes,2003,9907
12900, Forbes,2004,9744
12900, Forbes,2005,9610
12900, Forbes,2006,9540
12900, Forbes,2007,9573
12900, Forbes,2008,9526
12900, Forbes,2009,9562
12900, Forbes,2010,9495
12900, Forbes,2011,9469
12900, Forbes,2012,9529
12900, Forbes,2013,9608
12900, Forbes,2014,9698
12900, Forbes,2015,9750
12900, Forbes,2016,9817
12900, Forbes,2017,9720
12900, Forbes,2018,9654
12900, Forbes,2019,9576
12900, Forbes,2020,9484
12900, Forbes,2021,9383
44340, Mitcham,2001,62010
44340, Mitcham,2002,62304
44340, Mitcham,2003,62801
44340, Mitcham,2004,62966
44340, Mitcham,2005,63265
44340, Mitcham,2006,63676
44340, Mitcham,2007,64017
44340, Mitcham,2008,64252
44340, Mitcham,2009,64678
44340, Mitcham,2010,64875
44340, Mitcham,2011,64999
44340, Mitcham,2012,65364
44340, Mitcham,2013,65644
44340, Mitcham,2014,65986
44340, Mitcham,2015,66232
44340, Mitcham,2016,66482
44340, Mitcham,2017,66890
44340, Mitcham,2018,67437
44340, Mitcham,2019,67789
44340, Mitcham,2020,68292
44340, Mitcham,2021,68180
27170, Wodonga,2001,31964
27170, Wodonga,2002,32481
27170, Wodonga,2003,32995
27170, Wodonga,2004,33528
27170, Wodonga,2005,33597
27170, Wodonga,2006,33595
27170, Wodonga,2007,33837
27170, Wodonga,2008,34157
27170, Wodonga,2009,34654
27170, Wodonga,2010,35287
27170, Wodonga,2011,36025
27170, Wodonga,2012,36758
27170, Wodonga,2013,37575
27170, Wodonga,2014,38369
27170, Wodonga,2015,39223
27170, Wodonga,2016,40100
27170, Wodonga,2017,40813
27170, Wodonga,2018,41499
27170, Wodonga,2019,42028
27170, Wodonga,2020,42588
27170, Wodonga,2021,43183
31750, Bulloo,2001,450
31750, Bulloo,2002,445
31750, Bulloo,2003,429
31750, Bulloo,2004,417
31750, Bulloo,2005,397
31750, Bulloo,2006,380
31750, Bulloo,2007,369
31750, Bulloo,2008,379
31750, Bulloo,2009,390
31750, Bulloo,2010,405
31750, Bulloo,2011,418
31750, Bulloo,2012,410
31750, Bulloo,2013,396
31750, Bulloo,2014,388
31750, Bulloo,2015,372
31750, Bulloo,2016,356
31750, Bulloo,2017,347
31750, Bulloo,2018,343
31750, Bulloo,2019,340
31750, Bulloo,2020,340
31750, Bulloo,2021,342
16700, Ryde,2001,98516
16700, Ryde,2002,98711
16700, Ryde,2003,98929
16700, Ryde,2004,99089
16700, Ryde,2005,99527
16700, Ryde,2006,100344
16700, Ryde,2007,102453
16700, Ryde,2008,104602
16700, Ryde,2009,105983
16700, Ryde,2010,107319
16700, Ryde,2011,108712
16700, Ryde,2012,111156
16700, Ryde,2013,113547
16700, Ryde,2014,115843
16700, Ryde,2015,118499
16700, Ryde,2016,121270
16700, Ryde,2017,124028
16700, Ryde,2018,126228
16700, Ryde,2019,129552
16700, Ryde,2020,130754
16700, Ryde,2021,129773
72200, Katherine,2001,9706
72200, Katherine,2002,9648
72200, Katherine,2003,9570
72200, Katherine,2004,9542
72200, Katherine,2005,9626
72200, Katherine,2006,9689
72200, Katherine,2007,9844
72200, Katherine,2008,10075
72200, Katherine,2009,10345
72200, Katherine,2010,10467
72200, Katherine,2011,10488
72200, Katherine,2012,10639
72200, Katherine,2013,10761
72200, Katherine,2014,10744
72200, Katherine,2015,10671
72200, Katherine,2016,10541
72200, Katherine,2017,10663
72200, Katherine,2018,10724
72200, Katherine,2019,10755
72200, Katherine,2020,10760
72200, Katherine,2021,10706
32770, Doomadgee,2001,1178
32770, Doomadgee,2002,1166
32770, Doomadgee,2003,1154
32770, Doomadgee,2004,1142
32770, Doomadgee,2005,1136
32770, Doomadgee,2006,1129
32770, Doomadgee,2007,1194
32770, Doomadgee,2008,1235
32770, Doomadgee,2009,1273
32770, Doomadgee,2010,1327
32770, Doomadgee,2011,1374
32770, Doomadgee,2012,1368
32770, Doomadgee,2013,1400
32770, Doomadgee,2014,1422
32770, Doomadgee,2015,1454
32770, Doomadgee,2016,1475
32770, Doomadgee,2017,1496
32770, Doomadgee,2018,1487
32770, Doomadgee,2019,1481
32770, Doomadgee,2020,1462
32770, Doomadgee,2021,1435
17550, Tweed,2001,73980
17550, Tweed,2002,75711
17550, Tweed,2003,77868
17550, Tweed,2004,79555
17550, Tweed,2005,80382
17550, Tweed,2006,81531
17550, Tweed,2007,83060
17550, Tweed,2008,84842
17550, Tweed,2009,86539
17550, Tweed,2010,87722
17550, Tweed,2011,88437
17550, Tweed,2012,89266
17550, Tweed,2013,90226
17550, Tweed,2014,91139
17550, Tweed,2015,92261
17550, Tweed,2016,93742
17550, Tweed,2017,94538
17550, Tweed,2018,95240
17550, Tweed,2019,95906
17550, Tweed,2020,96645
17550, Tweed,2021,97151
48410, West Torrens,2001,52056
48410, West Torrens,2002,52338
48410, West Torrens,2003,52564
48410, West Torrens,2004,52829
48410, West Torrens,2005,53069
48410, West Torrens,2006,53692
48410, West Torrens,2007,54508
48410, West Torrens,2008,55095
48410, West Torrens,2009,55896
48410, West Torrens,2010,56611
48410, West Torrens,2011,57026
48410, West Torrens,2012,57632
48410, West Torrens,2013,58153
48410, West Torrens,2014,58627
48410, West Torrens,2015,59075
48410, West Torrens,2016,59408
48410, West Torrens,2017,59845
48410, West Torrens,2018,60617
48410, West Torrens,2019,61668
48410, West Torrens,2020,62704
48410, West Torrens,2021,62469
41140, Clare and Gilbert Valleys,2001,8347
41140, Clare and Gilbert Valleys,2002,8378
41140, Clare and Gilbert Valleys,2003,8335
41140, Clare and Gilbert Valleys,2004,8320
41140, Clare and Gilbert Valleys,2005,8328
41140, Clare and Gilbert Valleys,2006,8370
41140, Clare and Gilbert Valleys,2007,8448
41140, Clare and Gilbert Valleys,2008,8537
41140, Clare and Gilbert Valleys,2009,8622
41140, Clare and Gilbert Valleys,2010,8759
41140, Clare and Gilbert Valleys,2011,8871
41140, Clare and Gilbert Valleys,2012,8963
41140, Clare and Gilbert Valleys,2013,9068
41140, Clare and Gilbert Valleys,2014,9138
41140, Clare and Gilbert Valleys,2015,9204
41140, Clare and Gilbert Valleys,2016,9244
41140, Clare and Gilbert Valleys,2017,9265
41140, Clare and Gilbert Valleys,2018,9310
41140, Clare and Gilbert Valleys,2019,9350
41140, Clare and Gilbert Valleys,2020,9396
41140, Clare and Gilbert Valleys,2021,9366
45120, Northern Areas,2001,4765
45120, Northern Areas,2002,4761
45120, Northern Areas,2003,4770
45120, Northern Areas,2004,4751
45120, Northern Areas,2005,4755
45120, Northern Areas,2006,4760
45120, Northern Areas,2007,4755
45120, Northern Areas,2008,4717
45120, Northern Areas,2009,4660
45120, Northern Areas,2010,4603
45120, Northern Areas,2011,4568
45120, Northern Areas,2012,4590
45120, Northern Areas,2013,4595
45120, Northern Areas,2014,4610
45120, Northern Areas,2015,4616
45120, Northern Areas,2016,4623
45120, Northern Areas,2017,4609
45120, Northern Areas,2018,4600
45120, Northern Areas,2019,4617
45120, Northern Areas,2020,4629
45120, Northern Areas,2021,4659
7, Northern Territory,2001,201743
7, Northern Territory,2002,202251
7, Northern Territory,2003,201725
7, Northern Territory,2004,202663
7, Northern Territory,2005,205905
7, Northern Territory,2006,209057
7, Northern Territory,2007,213748
7, Northern Territory,2008,219874
7, Northern Territory,2009,226027
7, Northern Territory,2010,229778
7, Northern Territory,2011,231292
7, Northern Territory,2012,235915
7, Northern Territory,2013,241722
7, Northern Territory,2014,242894
7, Northern Territory,2015,244692
7, Northern Territory,2016,245678
7, Northern Territory,2017,248161
7, Northern Territory,2018,248363
7, Northern Territory,2019,248153
7, Northern Territory,2020,248943
7, Northern Territory,2021,249200
20660, Banyule,2001,117967
20660, Banyule,2002,117559
20660, Banyule,2003,117313
20660, Banyule,2004,116661
20660, Banyule,2005,117149
20660, Banyule,2006,117963
20660, Banyule,2007,119362
20660, Banyule,2008,120580
20660, Banyule,2009,122248
20660, Banyule,2010,122780
20660, Banyule,2011,122983
20660, Banyule,2012,123584
20660, Banyule,2013,124314
20660, Banyule,2014,125107
20660, Banyule,2015,126088
20660, Banyule,2016,127447
20660, Banyule,2017,128601
20660, Banyule,2018,129548
20660, Banyule,2019,130478
20660, Banyule,2020,130121
20660, Banyule,2021,127376
46670, Renmark Paringa,2001,9793
46670, Renmark Paringa,2002,9832
46670, Renmark Paringa,2003,9674
46670, Renmark Paringa,2004,9635
46670, Renmark Paringa,2005,9678
46670, Renmark Paringa,2006,9689
46670, Renmark Paringa,2007,9657
46670, Renmark Paringa,2008,9625
46670, Renmark Paringa,2009,9567
